ID|Order Quantity|Sales|Ship Mode|Profit|Unit Price|Customer Name|Province|Customer Segment|Product Category|Product Sub-Category|Product Name
180|2|42.31|Regular Air|-53.08|17.98|Alan Barnes|Northwest Territories|Corporate|Technology|Office Machines|Canon P1-DHIII Palm Printing Calculator
181|11|152.67|Regular Air|12.76|12.95|Alan Barnes|Northwest Territories|Corporate|Office Supplies|Binders and Binder Accessories|GBC Binding covers
182|49|82.61|Regular Air|-46.25|1.68|Nicole Hansen|Northwest Territories|Small Business|Office Supplies|Pens & Art Supplies|Newell 323
183|31|789.94|Delivery Truck|-190.41|25.98|Cari Schnelling|Northwest Territories|Home Office|Furniture|Chairs & Chairmats|Global Stack Chair without Arms, Black
184|42|435.24|Express Air|174.89|10.31|Chad Cunningham|Northwest Territories|Small Business|Office Supplies|Paper|"Speediset Carbonless Redi-Letter? 7"" x 8 1/2"""
185|8|473.7|Regular Air|72.51|59.78|Bryan Mills|Northwest Territories|Small Business|Office Supplies|Binders and Binder Accessories|GBC Recycled Regency Composition Covers
186|33|553.5625|Regular Air|-76.86|20.99|Bryan Mills|Northwest Territories|Small Business|Technology|Telephones and Communication|Accessory29
187|32|54.78|Regular Air|-30.54|1.68|Adrian Hane|Northwest Territories|Corporate|Office Supplies|Pens & Art Supplies|Newell 323
188|47|304.83|Regular Air|23.82|7.08|Adrian Hane|Northwest Territories|Corporate|Office Supplies|Pens & Art Supplies|SANFORD Major Accent? Highlighters
189|31|16066.85|Regular Air|7416.43|574.74|Rick Reed|Northwest Territories|Consumer|Technology|Office Machines|Polycom ViaVideo? Desktop Video Communications Unit
190|17|618.9|Regular Air|54.92|36.55|Heather Kirkland|Northwest Territories|Home Office|Office Supplies|Pens & Art Supplies|Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set
191|35|1665.0395|Regular Air|366.51|55.99|Fred Wasserman|Northwest Territories|Home Office|Technology|Telephones and Communication|Accessory24
192|21|1049.79|Regular Air|135.79|51.75|Becky Castell|Northwest Territories|Consumer|Furniture|Office Furnishings|"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
193|16|817.18|Regular Air|103.38|55.29|Becky Castell|Northwest Territories|Consumer|Office Supplies|Storage & Organization|Recycled Steel Personal File for Standard File Folders
194|49|465.83|Regular Air|-79.72|9.65|Beth Thompson|Northwest Territories|Corporate|Furniture|Office Furnishings|Eldon Expressions? Desk Accessory, Wood Pencil Holder, Oak
195|13|241.706|Regular Air|-92.96|20.99|Claudia Miner|Northwest Territories|Small Business|Technology|Telephones and Communication|Accessory39
196|44|275.91|Regular Air|-162.37|7.99|Jack Lebron|Northwest Territories|Corporate|Technology|Telephones and Communication|Bell Sonecor JB700 Caller ID
197|2|30.83|Express Air|7.27|7.64|Alan Barnes|Northwest Territories|Corporate|Office Supplies|Envelopes|"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
198|13|121.66|Regular Air|-11.8|8.85|Carlos Soltero|Northwest Territories|Consumer|Office Supplies|Binders and Binder Accessories|GBC Standard Plastic Binding Systems Combs
199|16|108.42|Regular Air|-50.82|6.48|Clay Rozendal|Northwest Territories|Corporate|Office Supplies|Paper|Xerox 1930
200|27|78.47|Regular Air|17.99|2.88|Clay Rozendal|Northwest Territories|Corporate|Office Supplies|Labels|Avery 474
201|30|26133.39|Delivery Truck|-11053.6|880.98|Julia West|Northwest Territories|Home Office|Furniture|Bookcases|Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish
202|14|2671.21|Delivery Truck|636.18|200.97|Alan Barnes|Northwest Territories|Corporate|Technology|Office Machines|Hewlett-Packard Deskjet 6122 Color Inkjet Printer
203|26|531.66|Regular Air|135.65|20.89|Joy Bell|Northwest Territories|Home Office|Technology|Computer Peripherals|IBM 80 Minute CD-R Spindle, 50/Pack
204|28|317.85|Regular Air|-13.95|11.58|Joy Bell|Northwest Territories|Home Office|Office Supplies|Envelopes|Peel & Seel? Recycled Catalog Envelopes, Brown
205|42|163.08|Regular Air|66.17|4.13|Joy Bell|Northwest Territories|Home Office|Office Supplies|Labels|Avery 506
206|38|103.07|Regular Air|-0.95|2.78|Jack Lebron|Northwest Territories|Corporate|Office Supplies|Pens & Art Supplies|Prang Drawing Pencil Set
207|1|17.19|Regular Air|-35.34|14.48|Anthony Johnson|Northwest Territories|Small Business|Technology|Computer Peripherals|TDK 4.7GB DVD+RW
208|27|2689.48|Regular Air|399.93|99.99|Anthony Johnson|Northwest Territories|Small Business|Technology|Computer Peripherals|U.S. Robotics 56K Internet Call Modem
209|2|15.31|Regular Air|-8.15|4.98|Anthony Johnson|Northwest Territories|Small Business|Office Supplies|Paper|Xerox 190
210|13|270.63|Regular Air|7.07|21.98|Eugene Barchas|Northwest Territories|Corporate|Office Supplies|Paper|Standard Line? ?While You Were Out? Hardbound Telephone Message Book
211|43|6583.913|Regular Air|1459.79|195.99|Eugene Barchas|Northwest Territories|Corporate|Technology|Telephones and Communication|CF 888
212|24|4865.72|Delivery Truck|1951.3|200.97|Thomas Seio|Northwest Territories|Home Office|Technology|Office Machines|Hewlett-Packard Deskjet 6122 Color Inkjet Printer
213|23|1003.31|Regular Air|51.9|40.97|Bryan Mills|Northwest Territories|Small Business|Furniture|Office Furnishings|Dana Halogen Swing-Arm Architect Lamp
214|17|6048.18|Delivery Truck|1418.36|349.45|Bryan Mills|Northwest Territories|Small Business|Furniture|Tables|SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black
215|41|3051.27|Delivery Truck|121.48|80.97|Eugene Barchas|Northwest Territories|Home Office|Technology|Office Machines|Lexmark Z25 Color Inkjet Printer
216|47|9633.59|Delivery Truck|176.67|216.6|Sylvia Foulston|Northwest Territories|Corporate|Furniture|Chairs & Chairmats|Hon Multipurpose Stacking Arm Chairs
217|26|3758.77|Regular Air|753.61|140.81|Sylvia Foulston|Northwest Territories|Corporate|Furniture|Chairs & Chairmats|Hon Olson Stacker Stools
218|6|143.78|Regular Air|75.3|22.72|Carl Ludwig|Northwest Territories|Corporate|Furniture|Office Furnishings|"Executive Impressions 14"" Two-Color Numerals Wall Clock"
219|22|440.92|Express Air|-65.18|19.98|Julia West|Northwest Territories|Small Business|Furniture|Office Furnishings|12-1/2 Diameter Round Wall Clock
220|3|4343.51|Delivery Truck|-3755.03|1500.97|Don Jones|Northwest Territories|Corporate|Technology|Office Machines|Epson DFX5000+ Dot Matrix Printer
221|29|593.32|Regular Air|28.99|20.95|Mike Pelletier|Northwest Territories|Corporate|Technology|Computer Peripherals|Fellowes Basic 104-Key Keyboard, Platinum
222|26|626.07|Express Air|185.32|23.99|Mike Pelletier|Northwest Territories|Corporate|Office Supplies|Envelopes|Recycled Interoffice Envelopes with String and Button Closure, 10 x 13
223|24|557.23|Regular Air|-42.99|24.92|Eugene Barchas|Northwest Territories|Home Office|Office Supplies|Binders and Binder Accessories|GBC Standard Therm-A-Bind Covers
224|7|261.88|Regular Air|-59.2|39.48|Ann Chong|Northwest Territories|Corporate|Technology|Computer Peripherals|80 Minute CD-R Spindle, 100/Pack - Staples
225|15|593.73|Regular Air|108.01|38.76|Ann Chong|Northwest Territories|Corporate|Office Supplies|Paper|Xerox 1892
226|49|120.77|Regular Air|19.86|2.47|Charles McCrossin|Northwest Territories|Corporate|Office Supplies|Rubber Bands|Staples Paper Clips
227|22|795.74|Delivery Truck|-127.39|33.94|Annie Cyprus|Northwest Territories|Home Office|Furniture|Chairs & Chairmats|Metal Folding Chairs, Beige, 4/Carton
228|31|251.75|Regular Air|22.46|8.33|Annie Cyprus|Northwest Territories|Home Office|Technology|Computer Peripherals|80 Minute Slim Jewel Case CD-R , 10/Pack - Staples
229|36|697.41|Regular Air|81.71|18.97|Carlos Soltero|Northwest Territories|Small Business|Office Supplies|Paper|Computer Printout Paper with Letter-Trim Perforations
230|30|4684.9|Delivery Truck|-549.27|150.98|Doug Bickford|Northwest Territories|Corporate|Furniture|Bookcases|Bush Mission Pointe Library
231|6|905.94|Express Air|-4.19|140.81|Carlos Daly|Northwest Territories|Home Office|Furniture|Chairs & Chairmats|Hon Olson Stacker Stools
232|12|270.23|Regular Air|52.02|22.84|Fred Wasserman|Northwest Territories|Home Office|Office Supplies|Paper|Xerox 1929
233|20|660.27|Express Air|63.83|34.76|Fred Wasserman|Northwest Territories|Home Office|Office Supplies|Storage & Organization|Home/Office Personal File Carts
234|11|32.4|Regular Air|8.78|2.88|Sylvia Foulston|Northwest Territories|Corporate|Office Supplies|Labels|Avery 507
235|26|4688.9485|Regular Air|1215.44|205.99|Michelle Lonsdale|Northwest Territories|Corporate|Technology|Telephones and Communication|i470
236|8|50.7|Regular Air|-44.07|5.4|Sylvia Foulston|Northwest Territories|Corporate|Office Supplies|Binders and Binder Accessories|3M Organizer Strips
237|10|90.06|Express Air|-100.51|8.46|Sylvia Foulston|Northwest Territories|Corporate|Technology|Computer Peripherals|Imation 3.5 IBM Diskettes, 10/Box
238|22|338.52|Regular Air|-17.75|14.98|Sylvia Foulston|Northwest Territories|Corporate|Furniture|Office Furnishings|GE 4 Foot Flourescent Tube, 40 Watt
239|48|6109.817|Regular Air|1374.95|155.99|Sylvia Foulston|Northwest Territories|Corporate|Technology|Telephones and Communication|300 Series Non-Flip
240|1|34.11|Regular Air|-12.95|25.38|Charlotte Melton|Northwest Territories|Home Office|Furniture|Office Furnishings|"Executive Impressions 13"" Chairman Wall Clock"
241|48|538.22|Regular Air|-154.66|10.97|Barry French|Northwest Territories|Consumer|Technology|Computer Peripherals|Micro Innovations 104 Keyboard
242|11|1064.23|Regular Air|-127.56|99.99|Heather Kirkland|Northwest Territories|Home Office|Technology|Computer Peripherals|US Robotics 56K V.92 External Faxmodem
243|18|3497.05|Regular Air|282.18|193.17|Heather Kirkland|Northwest Territories|Home Office|Office Supplies|Storage & Organization|Fellowes Staxonsteel? Drawer Files
244|44|774.0525|Express Air|-96.34|20.99|Heather Kirkland|Northwest Territories|Home Office|Technology|Telephones and Communication|Accessory39
245|3|74.05|Regular Air|44.54|19.99|Henry Goldwyn|Northwest Territories|Small Business|Furniture|Office Furnishings|Telescoping Adjustable Floor Lamp
246|37|5753.85|Regular Air|2509.52|150.98|Frank Price|Northwest Territories|Corporate|Technology|Office Machines|Canon MP41DH Printing Calculator
247|48|18235.47|Delivery Truck|1166.93|370.98|Jim Radford|Northwest Territories|Corporate|Office Supplies|Storage & Organization|Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish
248|16|2631.107|Regular Air|297.11|179.99|Jim Radford|Northwest Territories|Corporate|Technology|Telephones and Communication|VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine
249|32|209.42|Regular Air|65.41|6.74|Ralph Knight|Northwest Territories|Consumer|Office Supplies|Paper|Memo Book, 100 Message Capacity, 5 3/8? x 11?
250|32|324.4|Regular Air|-46.98|10.89|Delfina Latchford|Northwest Territories|Small Business|Office Supplies|Appliances|Belkin 6 Outlet Metallic Surge Strip
251|19|137.02|Regular Air|-46.89|6.48|Delfina Latchford|Northwest Territories|Small Business|Office Supplies|Paper|Xerox 21
252|1|232.67|Regular Air|-105.14|223.98|Roy Skaria|Northwest Territories|Corporate|Office Supplies|Binders and Binder Accessories|GBC DocuBind TL200 Manual Binding Machine
253|34|4805.92|Delivery Truck|-393.96|140.98|Roy Skaria|Northwest Territories|Corporate|Furniture|Bookcases|Sauder Forest Hills Library, Woodland Oak Finish
254|1|62.26|Regular Air|-23.24|54.96|Monica Federle|Northwest Territories|Corporate|Office Supplies|Paper|Xerox 1940
255|47|58.53|Regular Air|-24.86|1.26|Monica Federle|Northwest Territories|Corporate|Office Supplies|Rubber Bands|Bagged Rubber Bands
256|31|157.79|Regular Air|-95.92|4.98|Charles McCrossin|Northwest Territories|Corporate|Office Supplies|Paper|Xerox 1897
257|19|376.21|Regular Air|89.56|18.99|Don Miller|Northwest Territories|Home Office|Office Supplies|Binders and Binder Accessories|Poly Designer Cover & Back
258|37|1601.24|Regular Air|520.69|46.89|Jeremy Lonsdale|Northwest Territories|Corporate|Office Supplies|Appliances|Bionaire Personal Warm Mist Humidifier/Vaporizer
259|40|501.31|Regular Air|38.23|12.98|Jeremy Lonsdale|Northwest Territories|Corporate|Office Supplies|Scissors, Rulers and Trimmers|"Acme? 8"" Straight Scissors"
260|2|24.96|Regular Air|-12.8|10.91|Grant Carroll|Northwest Territories|Corporate|Office Supplies|Binders and Binder Accessories|Heavy-Duty E-Z-D? Binders
261|31|166.76|Regular Air|-46.03|4.98|Carl Ludwig|Northwest Territories|Corporate|Office Supplies|Paper|Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)
262|2|811.13|Regular Air|-517.47|415.88|Carlos Daly|Northwest Territories|Corporate|Office Supplies|Storage & Organization|Deluxe Rollaway Locking File with Drawer
263|15|822.8425|Regular Air|4.39|65.99|Ralph Knight|Northwest Territories|Consumer|Technology|Telephones and Communication|252
264|35|3310.9455|Regular Air|822.4|115.99|Cindy Schnelling|Northwest Territories|Corporate|Technology|Telephones and Communication|6160
265|10|55.02|Regular Air|-56.12|5.02|Claudia Miner|Northwest Territories|Small Business|Technology|Computer Peripherals|Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack
266|10|192.58|Regular Air|24.6|19.84|Roy Skaria|Northwest Territories|Corporate|Office Supplies|Pens & Art Supplies|Prismacolor Color Pencil Set
267|40|291.67|Regular Air|54.46|6.75|Delfina Latchford|Northwest Territories|Small Business|Office Supplies|Binders and Binder Accessories|Wilson Jones DublLock? D-Ring Binders
268|50|281.39|Regular Air|-106.4|5.74|Edward Hooks|Northwest Territories|Consumer|Office Supplies|Binders and Binder Accessories|Binder Posts
269|49|12593.91|Delivery Truck|2699.67|270.97|Edward Hooks|Northwest Territories|Consumer|Technology|Office Machines|Epson LQ-570e Dot Matrix Printer
270|22|6123.94|Delivery Truck|1292.44|260.98|Don Miller|Northwest Territories|Home Office|Furniture|Bookcases|Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors
271|49|19325.2|Regular Air|8793.54|387.99|Grant Carroll|Northwest Territories|Small Business|Office Supplies|Binders and Binder Accessories|Fellowes PB300 Plastic Comb Binding Machine
272|48|8380.22|Delivery Truck|813.83|160.98|Grant Carroll|Northwest Territories|Small Business|Furniture|Bookcases|Rush Hierlooms Collection Rich Wood Bookcases
273|11|35.17|Regular Air|5.58|3.08|Brad Eason|Northwest Territories|Small Business|Office Supplies|Labels|Avery 481
274|35|17387.65|Regular Air|6907.61|499.99|Charles McCrossin|Northwest Territories|Corporate|Technology|Copiers and Fax|Sharp AL-1530CS Digital Copier
275|44|6040.22|Regular Air|-942.5|138.14|Charles McCrossin|Northwest Territories|Corporate|Office Supplies|Storage & Organization|SAFCO Commercial Wire Shelving, Black
276|17|691.59|Regular Air|261.24|41.94|Charles McCrossin|Northwest Territories|Corporate|Office Supplies|Binders and Binder Accessories|"Avery Trapezoid Extra Heavy Duty 4"" Binders"
277|45|345.2|Regular Air|183.53|7.31|Charles McCrossin|Northwest Territories|Corporate|Office Supplies|Labels|Self-Adhesive Address Labels for Typewriters by Universal
278|36|1955.0765|Regular Air|470.83|65.99|Bryan Mills|Northwest Territories|Small Business|Technology|Telephones and Communication|StarTAC Series
279|27|217.93|Regular Air|-29.02|7.64|Monica Federle|Northwest Territories|Corporate|Office Supplies|Paper|"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
280|6|254.76|Regular Air|109.88|40.97|Michelle Lonsdale|Northwest Territories|Home Office|Furniture|Office Furnishings|Dana Halogen Swing-Arm Architect Lamp
281|21|6806.66|Delivery Truck|801.72|299.05|Michelle Lonsdale|Northwest Territories|Corporate|Furniture|Chairs & Chairmats|Global Comet? Stacking Armless Chair
282|3|891.61|Delivery Truck|-328.36|291.73|Michelle Lonsdale|Northwest Territories|Corporate|Furniture|Chairs & Chairmats|Hon 4070 Series Pagoda? Armless Upholstered Stacking Chairs
283|5|165.04|Regular Air|-112.44|30.42|Michelle Lonsdale|Northwest Territories|Corporate|Technology|Computer Peripherals|Fellowes Internet Keyboard, Platinum
284|2|789.01|Regular Air|-539.59|415.88|Beth Thompson|Northwest Territories|Corporate|Office Supplies|Storage & Organization|Deluxe Rollaway Locking File with Drawer
285|4|97.57|Regular Air|-27.31|19.94|Cindy Schnelling|Northwest Territories|Corporate|Furniture|Office Furnishings|Luxo Economy Swing Arm Lamp
286|31|110.32|Regular Air|-32.65|3.68|Cindy Schnelling|Northwest Territories|Corporate|Office Supplies|Scissors, Rulers and Trimmers|*Staples* vLetter Openers, 2/Pack
287|26|321.68|Regular Air|-12.25|11.97|Nicole Hansen|Northwest Territories|Small Business|Office Supplies|Appliances|Staples 6 Outlet Surge
288|34|971.95|Express Air|-21.1|29.74|Nicole Hansen|Northwest Territories|Small Business|Office Supplies|Storage & Organization|Acco Perma? 2700 Stacking Storage Drawers
289|23|2149.03|Regular Air|-235.56|95.43|Nicole Hansen|Northwest Territories|Small Business|Office Supplies|Storage & Organization|Fellowes Stor/Drawer? Steel Plus? Storage Drawers
290|12|3671.3|Regular Air|900.06|300.65|Cari Schnelling|Northwest Territories|Home Office|Office Supplies|Appliances|Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
291|42|1763.6|Regular Air|455.37|45.19|Cari Schnelling|Northwest Territories|Home Office|Technology|Computer Peripherals|Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus
292|14|403.17|Regular Air|147.45|28.53|Roy Skaria|Northwest Territories|Corporate|Office Supplies|Binders and Binder Accessories|Lock-Up Easel 'Spel-Binder'
293|15|89.97|Regular Air|23.48|5.68|Susan Vittorini|Northwest Territories|Corporate|Office Supplies|Paper|"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
294|28|456.91|Express Air|-328.18|15.51|Susan Vittorini|Northwest Territories|Corporate|Office Supplies|Storage & Organization|Tenex File Box, Personal Filing Tote with Lid, Black
295|46|249.02|Regular Air|-282.61|5.81|Sylvia Foulston|Northwest Territories|Corporate|Office Supplies|Binders and Binder Accessories|Fellowes Black Plastic Comb Bindings
296|41|78.49|Regular Air|5.53|1.81|Sylvia Foulston|Northwest Territories|Corporate|Office Supplies|Rubber Bands|Assorted Color Push Pins
297|4|40.72|Express Air|-10.25|6.68|Chad Cunningham|Northwest Territories|Small Business|Office Supplies|Paper|HP Office Paper (20Lb. and 87 Bright)
